sentiment,sentence,lang
neutral,"Der finnische Navigationsgerätehersteller Benefon, der seinen Namen in GeoSentric ändert, meldet im zweiten Quartal 2007 einen Umsatz von rund 1,1 Mio. EUR .",de
neutral,"A. Le Coq hatte einen Marktanteil von 41,3 Prozent und rivalisierende Getränkegruppe Saku 32,1 Prozent .",de
neutral,"Besonderes Augenmerk wird auf die Energieeffizienz beim Bau des Gebäudes gelegt , da es den Anforderungen der Energieklasse B gerecht wird und die LEED-Zertifizierung beantragt wird .",de
neutral,Heute sind die orange Schere das ikonische Symbol für das ausgezeichnete ergonomische Design und überlegene Qualität mit jedem Produkt von Fiskars verbunden.,de
neutral,"Am Ende war die OMX Helsinki 25 mit 3.067,64 Punkten um 0,01 Punkte niedriger und die OMX Helsinki mit 10.321,46 Punkten um 0,05 Punkte auf über 1.343 Punkte gesunken .",de
positive,"Tallink behauptet, die wasserdichten Türen von Vana Tallinn und Regina Baltica, einschließlich ihrer elektrischen Systeme, sind voll in Ordnung.",de
positive,Dies führte zu verbesserten Verkaufszahlen in Schweden .,de
neutral,Die Regelung gilt nicht für die Einheiten der Gruppe außerhalb Finnlands .,de
neutral,"Das Betriebsergebnis lag 2005 bei 1,6 Mio EUR im Vergleich zu 2004 bei 5,9 Mio EUR .",de
negative,RBI Überraschungen Street; Sensex pares gewinnt nach dem Schlag auf Mount 30k,de
positive,"( ADP News ) - 30. September 2008 - Der finnische Softwareentwickler Stonesoft Oyj sagte heute, dass er 1,9 Mio. USD ( 1,3 Mio. EUR ) gewonnen habe, um seine Sicherheitsprodukte für das StoneGate-Netzwerk an ein unbenanntes russisches Unternehmen zu liefern.",de
neutral,"Tieto's Service wird auch verwendet , um zu senden , Prozess und erhalten Materialien im Zusammenhang mit Absentee Voting .",de
negative,Die in Finnland ansässige Stockmann Group hat sieben Franchising-Sportgeschäfte Nike in Russland geschlossen.,de
positive,"Whitbread Profit up als Umsatz weiter steigen, auf der Suche nach neuen CEO",de
positive,"Aspocomp hat seine zinstragende Verbindlichkeit an die Standard Chartered Bank zurückgezahlt und wird den Rest der Gegenleistung nutzen , um seine zinstragenden Verbindlichkeiten in Finnland teilweise zurückzuzahlen und seine Liquidität zu verbessern .",de
negative,"Fastenal verpasst um $0,01, verpasst Einnahmen $FAST #NYSE https://t.co/63JHQ7pwMN",de
neutral,"Die finnische Investmentgruppe Norvestia Oyj sagte , dass ihr Nettogewinn von 33,5 Mio. Euro $ 43,6 Mio. im Jahr 2005 auf 23,5 Mio. Euro $ 30,6 Mio. im Jahr 2006 gefallen sei .",de
neutral,"Die Kommission fand Beweise für mehrere Sitzungen zur Erörterung des Kartells , darunter im November 1997 eine Sitzung in einem Brüsseler Restaurant , bei der die Unternehmen über Preiserhöhungen diskutierten .",de
neutral,"Im Rahmen der Umstrukturierungsmaßnahmen , die im Frühjahr 2006 stattfinden werden , wird Tamglass Finton Personalverhandlungen aufnehmen , die das gesamte Personal von 33 Mitarbeitern betreffen werden .",de
neutral,"Dies entspricht 4,628 Prozent des Aktienkapitals und der Stimmrechte von Okmetic .",de
positive,"Tim Cockroft bringt mit ihm eine hervorragende Erfolgsbilanz mit mehr als 18 Jahren Erfahrung ; Darüber hinaus hat Tim die Kapitalmarktoperationen bei Kaupthing Singer & Friedlander erfolgreich entwickelt , bei denen Corporate Finance und Broking mit Fokus auf Mid-Market-Unternehmen beteiligt sind .",de
neutral,"25. November 2010 - Das finnische Farb- und Beschichtungsunternehmen Tikkurila Oyj ( HEL : TIK1V ) sagte heute , dass die finnische staatliche Investmentgesellschaft Solidium Oy ihre 14,7 %-Beteiligung an dem Unternehmen für insgesamt 98 Mio EUR verkauft habe .",de
neutral,"Die Runway Visual Range ist eine berechnete Bewertung der Entfernung, die ein Pilot auf einer Landebahn sehen kann.",de
neutral,"ABN Amro Capital hat sich bereit erklärt , seinen in Helsinki ansässigen Designer-Heimwarenhersteller Iittala Oyj für 230 Mio EUR bis 235 Mio EUR (310 Mio $ bis 316 Mio $ ) an die stadtübergreifende Konsumgütergruppe Fiskars Corp. zu verkaufen .",de
neutral,Futtermittelunternehmen Suomen Rehu und Raisio importieren keine GVO-Futtermittel.,de
neutral,"Die Lösung von Tecnomen kann für Prepaid- und Postpaid-Rechnungen, für das Laden und Bewerten von Sprach- und Videoanrufen , Datenverkehr und jede Art von Content-Diensten in mobilen und Festnetzen verwendet werden .",de
neutral,Die Leistung basiert auf Werten und Nachhaltigkeit .,de
neutral,"Biohit sagte, dass es die Zahl der geleasten Personal um 10 reduzieren wird , und entlassen 10 von seinem eigenen Personal .",de
negative,"Zurück zu $3,55.",de
positive,"Der Nettogewinn des Unternehmens stieg gegenüber dem Vorjahr um 11,4 % auf 82,2 Millionen Euro im Jahr 2005 auf einen Umsatz von 686,5 Millionen Euro , ein Plus von 13,8 % gegenüber dem Vorjahr , sagte das Unternehmen .",de
neutral,"Das Ergebnis je Aktie EPS belief sich auf EUR0,01 .",de
negative,"Genious, HSBC, UBS und Coutts von ""Steuervermeidung"" Kunden verklagt",de
positive,"Ein Kaufvertrag für 7.200 Tonnen Benzin mit Lieferung am Hamina Terminal, Finnland, wurde mit Neste Oil OYj zum durchschnittlichen Platts Index für diesen September plus acht US-Dollar pro Monat unterzeichnet.",de
negative,Kurz auf $ATVI vom 24.55.,de
positive,$PKT Momentum Gebäude für Breakout Trigger ! Lange Einrichtung http://stks.co/eXVU,de
neutral,Die Plattform wäre weiterhin der Entwicklungsrahmen für Symbian und MeeGo .,de
neutral,"19 . Mai 2010 - Das finnische Unternehmen Lemminkainen Oyj ( HEL : LEM1S ) sagte heute , dass es ein Bürogebäude in Toolonlahti in der Innenstadt von Helsinki bauen wird , ohne finanzielle Details offenzulegen .",de
neutral,"Der Endpreis wird bis zum 14 Mai 2010 angegeben werden , sagte die übernehmende Gesellschaft .",de
neutral,"Nordea Pankki Suomi Oyj , wie bereits angekündigt , hat Termingeschäfte mit Alma Media Corporation Aktien .",de
neutral,"Der Gewinn vor Steuern lag bei 4,0 Mio EUR , gegenüber 4,9 Mio EUR .",de
neutral,Beide werden sich an Oriola-KD's Chief Executive Officer Eero Hautaniemi melden .,de
positive,"Durch die Reduzierung der Anzahl der Anlagen, wird die Gruppe zu trimmen Fixkosten .",de
negative,"$SINA, obwohl der ""Bericht"" unwahr ist und sich als unture erwiesen hat, ist der Schaden angerichtet. Niemand will ihn jetzt berühren",de
positive,"Merkels Regierung sagte, die Deutsche Boerse-LSE-Fusion zu unterstützen",de
neutral,"Der Betriebsgewinn ging vor allem aufgrund der gestiegenen Kosten für Holz und recycelte Fasern und des gestärkten Euro zurück . """,de
negative,UnternehmenTesco ab zu einem schlechten Start über Xmas â € . Kantar,de
neutral,Die Kapazität der Anlage der finnischen Vaahto-Gruppe beträgt 86.000 Tonnen lichtbeschichtetes Papier .,de
neutral,"17. März 2011 - Goldman Sachs schätzt , dass es negative Aussichten für den norwegischen Mobilfunkbetrieb des norwegischen Telenor ASA OSL : TEL und Schwedens TeliaSonera AB STO : TLSN kurzfristig gibt .",de
neutral,"Steek , das 2002 gegründet wurde , hat seinen Sitz in Bordeaux , Südwestfrankreich .",de
positive,"President und CEO Mika Vehvil+ñinen sagt, dass die positiven Zeichen in erster Linie außerhalb Finnlands entstehen.",de
positive,Die finnische Baugruppe Lemmink+ñinen wurde von der litauischen Verkehrsverwaltung mit zwei Straßenbauaufträgen ausgezeichnet.,de
neutral,Laut Eijkens kann ein Verleger viel mehr tun als nur bunte Bücher zu veröffentlichen : Ein Verleger kann durch seine Individualisierung einen Mehrwert für Informationen bieten .,de
neutral,"Das finnische Siliziumwafer-Technologieunternehmen Okmetic Oyj OMX Helsinki : OKM1V sagte am Mittwoch, den 17. September, dass es im Laufe des Jahres 2009 6 Mio. EUR in sein Unternehmen für Sensorwafer investieren wird .",de
positive,"$RAD Ich würde diese Gelegenheit betrachten, meine Position hinzuzufügen, weil das Unternehmen auf dem richtigen Weg ist, den sie noch verbessern...",de
neutral,Die geringe Kapazitätsauslastung in der Stahlproduktion erhöht die Fixkosten je produzierte Stahleinheit erheblich .,de
neutral,Die Arbeit an der Aufgabe hat bereits begonnen und ist für die Fertigstellung im Frühjahr 2011 .,de
positive,"Die Progress Group , QPR-Vertreter in Saudi-Arabien und Nordafrika , hat einen Rahmenvertrag für eine langfristige strategische Beziehung mit ISE unterzeichnet .",de
negative,"Die finnische Bank von +àland meldet , dass ihr Betriebsergebnis im dritten Quartal 2007 von 5,6 Mio EUR im dritten Quartal 2006 auf 4,9 Mio EUR gesunken ist .",de
neutral,"Der Nettoumsatz von finnischem Kemira ging im Januar bis Juni 2009 von 1,425,1 Mio EUR im Januar bis Juni 2008 auf 1.259,6 Mio EUR zurück .",de
neutral,Die Finanzkonditionen wurden nicht offengelegt .,de
neutral,Die Gesellschaft kann jederzeit ein Zehntel aller ihrer Anteile auf maximaler Höhe in ihrem Besitz haben.,de
neutral,Der Wert der Bestellungen liegt bei ca. 70 Mio EUR .,de
positive,"RECAP: $MSFT Gerücht heute Morgen hatte sie Spinnen aus XBOX-Einheit, stock grinds up den ganzen Tag auf Höhen schließen",de
positive,"Laut Finnish Metso Minerals ist der Wert der Aufträge des Unternehmens in 12 Monaten auf 1,9 Mrd EUR gestiegen .",de
neutral,Daher bleibt das Ergebnis des Unternehmens 2005 schwächer als das des Jahres 2004 .,de
positive,Breakingviews: IAG kann mehr für Aer Lingus bezahlen,de
neutral,"Das Kiefernöl-Projekt ist mit der Modernisierung der chemischen Verwertungsanlage von UPM in seiner Zellstofffabrik in Kymi, Südfinnland, verbunden.",de
negative,Standardcharterierte Verschiebungen der Strategie der Schwellenländer nach Verlusten,de
neutral,AB InBev verkauft SABMiller-Stake im chinesischen Snow Beer,de
neutral,"Die Marubeni-Gruppe konzentriert sich auf die Schaffung von „"" Wertschöpfungsketten "" von vor- bis nachgelagerten , die unter anderem eine Vielzahl von Geschäftsfeldern umfassen , darunter Öl & Gas , Metalle , mineralische Ressourcen , Lebensmittel , Zellstoff & Papier und Chemikalien .",de
positive,"Aufgrund seiner einzigartigen Faserkompetenz und seines innovativen Ansatzes verfügt das Unternehmen über eine starke Marktposition in mehreren Geschäftsbereichen, in denen es tätig ist.",de
neutral,Das Know-how des Personals und das hohe Technologieniveau spielen bei Exel Composites eine wichtige Rolle.,de
negative,"Coca-Cola war Marktführer bei Herstellern mit einem Marktanteil von 36,9 % und einem Marktanteil von 2,2 % gegenüber dem entsprechenden Zeitraum 2004-2005 .",de
neutral,"Metsa-Botnia wird 82,1 % seines Anteils an den uruguayischen Unternehmen und Metsalititto -- 5,5 % verkaufen.",de
positive,Aviva wiegt Cash-Handout nach Gewinnprognose schlagen,de
negative,Tesla erinnert an 2.700 Modell X SUVs über Sitzausgabe https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs,de
neutral,Die Schlachtung und Zerlegung von Rindern in der Anlage Kuopio wird in den Schlachthof Kauhajoki überführt.,de
neutral,Die Anpassung an den Rückgang des Preisniveaus hingegen war weniger wirksam .,de
neutral,"Okmetic verfügt über ein globales Kunden- und Vertriebsnetz , Produktionsstätten in Finnland und den USA und Vertragshersteller in Japan und China .",de
neutral,Öffentliche Dienstleistungen werden ebenfalls zur Verfügung stehen .,de
neutral,"Der asiatische Verkehr ging um 3,4 Prozent zurück.",de
positive,Die finnischen und schwedischen Baumärkte verzeichnen im Jahr 2008 nach wie vor ein jährliches Wachstum von schätzungsweise 4 % .,de
neutral,Pressemitteilung der Börse 10/3/2011 12:00 Sanoma hat den Geschäftsbericht und den Jahresabschluss 2010 und den ersten Corporate Responsibility Report veröffentlicht .,de
neutral,"Das Unternehmen strebt einen Umsatz von 27,1 Mio. Ls ( 23,498 Mio. Ls ) und einen Gewinn von 300.000 Ls ( 371.500 Ls ) im Jahr 2007 an .",de
positive,Nach der Übernahme wird Cramo der zweitgrößte Anbieter von Mietdienstleistungen auf dem lettischen Markt werden .,de
neutral,Ruukki Umstrukturierung der kommerziellen und industriellen Bautätigkeit im Streben nach ständigen Verbesserungen bei der Anpassung der Betriebe an die Marktbedingungen .,de
positive,"Es prognostizierte Umsatz von $ 2,2 Milliarden bis $ 2,3 Milliarden , etwas höher als Analyst Schätzungen von $ 2,19 Milliarden .",de
positive,"Die Maklerfirma sagte , dass 2006 einen „wahren Wendepunkt "" bei den europäischen Stahlgrundpreisen gesehen habe , wobei im zweiten Quartal 2006 eine bessere Preisgestaltung zu verzeichnen sei .",de
negative,Das operative Ergebnis fiel im vierten Quartal von 39 Mio . EUR im Vorjahr auf 33 Mio . EUR .,de
negative,"$JD nach unten 20% in After-Stunden-Markt. jemand interessiert zu erklären, warum?",de
positive,"Das Betriebsergebnis belief sich auf 83,0 Mio EUR gegenüber 23,5 Mio EUR gegenüber dem Vorjahr .",de
positive,"BRIEF-Aviva zielt darauf ab, die Dividendenausschüttungsquote 2017 auf 50 pct zu erhöhen",de
positive,"$EXPE arbeitet an der zweiten Etappe seines Umkehrlaufs, da es einen weiteren Trend nach unten und weiter höher. https://t.co/76DSJysyR0",de
neutral,GeoSentric erwirbt eine zusätzliche Finanzierung durch Ausgabe von maximal 220.000 neuen Aktien und einer Wandelanleihe mit Bezugsrechten für 880.000 voll gezeichnete Aktien .,de
positive,"$ADBE technische Warnungen: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge und New 52... https://t.co/LxX66tknFH",de
negative,"$IWM dieselben Bedingungen, die Märkte geschickt, um alle schlagen diese Woche",de
negative,"$AAPL in der Nähe von einem 3% Tropfen das ist eine Menge... jetzt das Beste, was ich tun kann, ist HOLD ER lol",de
positive,"Das Betriebsergebnis verbesserte sich von 457,2 Mio EUR im Jahr 2006 um 27 % auf 579,8 Mio EUR .",de
neutral,"Am 1 . Dezember erwarb Grimaldi 1,5 Millionen Aktien und einen Anteil von 50 ,1 Prozent an Finnlines .",de
positive,Shire schlägt $30 bln All-Share-Verbindung mit Baxalta,de
neutral,"Im vergangenen Juli , sagte die Gruppe , es beabsichtigte , Lager-und Büroräume in Loudeac und Saint Marcel zu Morvillars , im Osten von Frankreich , wo es bereits betreibt eine Haken Herstellung und Distributionseinheit .",de
neutral,Pohjola und Genossenschaftsbanken haben ihr Zweigstellennetz weiter kombiniert .,de
neutral,Prothious Engineering ( www.prothious.com ) beschäftigt mehr als 1.000 Mitarbeiter und verfügt über ein großes Projektportfolio und eine jährliche Detaillierungskapazität von mehr als 100.000 Tonnen .,de
neutral,"Qualcomm schätzte einen Gewinn im ersten Quartal zwischen 46 und 50 Cent pro Aktie , ohne bestimmte Posten , unter der Schätzung des Analysten von 61 Cent pro Aktie .",de
negative,"Die Bereitstellung der Liquidität wurde am 11 . Mai 2007 unterbrochen , als die Aktien der Aspocomp Group Oyj unter 0,50 Cent gehandelt wurden .",de
neutral,Der Bezugszeitraum des Amer Sports ' 2002 Warrant-Systems endet am 31 . Dezember 2007 .,de
positive,Diese Transaktion wird auch unsere Lösungen für die Zellstoff- und Papierindustrie rationalisieren .,de
neutral,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications Tel. +358 20 529 2004 , mobile +358 400 817198 E-Mail-Eila .",de
positive,"Ich freue mich darauf , mit meiner Kompetenz zum Erfolg des SRV beizutragen , sagt Taneli Hassinen .",de
neutral,"Im vierten Quartal 2008 ging der Nettoumsatz von 165,5 Mio EUR im vierten Quartal 2007 auf 121,4 Mio EUR zurück .",de
positive,AstraZeneca's MedImmune Tinten Lizenzierung Deal mit Omnis Pharmaceuticals,de
positive,"Der Auftragseingang erhöhte sich gegenüber dem Vorjahr um 40 % bzw . 30 % auf 576 Mio EUR bzw . 1,7 Mrd EUR für die Perioden Januar bis September bzw . Juli bis September 2010 .",de
negative,"Während des Streiks rechnet Finnair mit einem Nettoverlust zwischen 2 Mio EUR und 2,5 Mio EUR pro Tag .",de
neutral,Derzeit werden 95 % der Einnahmen von Trainern House dem finnischen Markt zugerechnet .,de
neutral,"Das Oxyview Pulse Oximeter ist ein gängiges Gerät, um Blut-Sauerstoff-Sättigungspegel und Pulsrate des Patienten zu überprüfen.",de
neutral,"Der russische Gasriese investierte Ende 2004 weitere 46 Millionen Litas in das Unternehmen und besitzt heute 99,5 Prozent seines Grundkapitals , das sich auf 86.936 Millionen Litas beläuft .",de
neutral,"Das Unternehmen wird das Geld für die Produktentwicklung und Forschungsaktivitäten bis 2013 in seinen Schlüsselmärkten Finnland , Deutschland , Italien und Frankreich nutzen .",de
neutral,Durch die Partnerschaft mit der dänischen Tochtergesellschaft Oscar von Finnisch Paulig erwarb Puljonki eine Vertriebsorganisation auf dem europäischen Markt.,de
positive,Die finnische OKO-Bank hat mit Raiffeisen ein Kooperationsabkommen über Investitionen finnischer Unternehmen in Russland unterzeichnet .,de
neutral,"Die finnische Bank Alandsbanken sagte am Montag , sie werde die schwedischen Operationen der unruhigen Kaupthing Bank Islands für 414 Millionen Kronen 49,5 Millionen Dollar in bar kaufen .",de
positive,"Die Exporte stiegen um 16,5 Prozent auf 19,1 Millionen Liter.",de
positive,"Digia sagte , dass der konsolidierte Nettoumsatz im Januar bis Juni 2010 67,8 Mio . EUR betrug , was einem Anstieg um 9,7 % gegenüber dem gleichen Zeitraum 2009 ( 69,9 Mio . EUR ) entspricht .",de
neutral,"Das Unternehmen mit 6.400 Beschäftigten erzielte 2006 einen Nettoumsatz von 620 Mio Euro $ 823,2 Mio Euro .",de
positive,"TRLPC - CRH unterstützt Lafarge Holcim Asset Buy mit 6,5 Mrd. Euro-Bridge-Darlehen",de
positive,"G4S sieht Gewinne steigen, aber britische Vertragsprobleme bleiben",de
neutral,Die Bürofläche wird über der umgebauten U-Bahn-Station Cannon Street steigen.,de
neutral,Nach dem ursprünglichen Fusionsplan würde Scanfil einen Anteil von 79 % am kombinierten Geschäft erhalten .,de
negative,"Infolgedessen wird das Unternehmen 25 % des gesamten Personals, etwa 270 Personen in Kirkkonummi und Nivala vorübergehend entlassen.",de
positive,"2006 erhielt Kone von Aker Yards den Auftrag , 43 kundenspezifische Aufzüge für das erste Genesis-Kreuzschiff zu liefern , das 2009 fertiggestellt werden soll .",de
neutral,Der Dienst ermöglicht es den Benutzern auch E-Mails im HTML-Format zu sehen en wird mit 23 zusätzlichen Sprachen zur Auswahl erweitert .,de
neutral,"Zuvor hatte Grimaldi nach dem Übernahmeangebot , das im November 2006 ins Leben gerufen wurde , 46,43 pct an der finnischen Gesellschaft beteiligt .",de
positive,UPDATE 3-Auto Trader Aktien Sprung in Großbritannien größte Private Equity-Backed Listing,de
neutral,"Soweit bekannt , verkaufte er keine Aktien , die er persönlich besitzt .",de
neutral,"( ADPnews ) - 21 . Okt 2009 - Die finnische IT-Beratung Tieto Oyj ( HEL : TIE1V ) hat heute ihren Nettogewinn in den ersten neun Monaten 2009 auf 29,4 Mio. EUR (43,9 Mio. USD ) von 58,7 Mio. EUR im gleichen Zeitraum gesenkt o",de
neutral,Eine entsprechende Erhöhung des Ahlstrom-Aktienkapitals um 85.432.50 Euro wurde heute im Handelsregister eingetragen .,de
neutral,"Im Anschluss an seine Strategie hat Tikkurila ein vollwertiges Vertriebsunternehmen TOO Tikkurila in Almaty, Kasachstan, für die Vermarktung von dekorativen Farben unter der finnischen Marke Tikkurila und der russischen Marke Teks gegründet.",de
neutral,Weiterführende Links : Flexiblebaseloadoperation TheWartsila32generative set Gaskonversionen Dies ist die kürzere von zwei Versionen dieser Pressemitteilung .,de
neutral,"Die Erfinder sind Bylander Johan, Ponten Fredrik und Lundberg Jorgen.",de
neutral,"Die Erfinder sind Mukkavilli Krishna Kiran, Sabharwal Ashutosh und Aazhang Behnaam.",de
positive,"Im dritten Quartal stieg der Nettoumsatz gegenüber dem Vorjahr um 12 % auf 159,5 Mio EUR bzw . um 6 % zu vergleichbaren Wechselkursen .",de
neutral,"Das Network Test Business ist Teil des Segments Test and Automation von Elektrobit und beschäftigt 39 Mitarbeiter in Finnland und 22 Mitarbeiter im Ausland , vor allem in den USA und Asien .",de
positive,"Der beizulegende Zeitwert der Anlageobjekte belief sich auf 2,534,9 Mio . EUR gegenüber 2.455,1 Mio . EUR im Jahr 2006 .",de
positive,"Verdünntes EPS stieg von EUR0 ,50 auf EUR3 ,68 .",de
positive,Lange $VVUS Aktien als Call Option w/ ein Ablauf von.. umm.. HEUTE. Hitting HOD hier.,de
neutral,"Jeden Morgen gibt es Hin- und Rückflüge ab Stuttgart sowie Abendabflüge donnerstags , freitags und sonntags .",de
positive,Raute Corporation hat Aufträge im Wert von über 12 Mio. EUR von OOO Ilim Bratsk DOK in Russland erhalten.,de
positive,`` Wir haben uns in der gesamten Region sehr positiv gefühlt.,de
neutral,"Gemäß den Bedingungen der Vereinbarung wird Bunge Raisio's Keiju , Makuisa und Pyszny Duet Marken und Produktionsstätten in Finnland und Polen erwerben .",de
positive,"FirmenAB InBev signalisiert, dass es für SABMiller nicht feindselig wird",de
positive,"Die ISO-Zertifizierung zeigt, dass wir in unseren Qualitätsverpflichtungen gegenüber unseren Kunden vorankommen . """,de
neutral,"Die Entscheidung muss getroffen werden , ob die Gruppe der Einfuhr von Estnischem Fleisch und Fleischerzeugnissen nach Finnland zustimmt , heißt es in dem hinzugefügten Papier .",de
neutral,Salcomp Manufacturing Oy wird im Zusammenhang mit der Umsetzung des Verkaufs und der Übertragung des Geschäfts 35 Millionen Euro in bar an Salcomp zahlen .,de
neutral,"ALEXANDRIA , Va. , 22. Dezember -- United States Patent No. 7.854.608 , ausgestellt am 21. Dezember , wurde Outotec Oyj ( Espoo , Finnland ) zugeordnet .",de
negative,"Der finnische IT-Lösungsanbieter Affecto Oyj HEL: AFE1V sagte heute, dass er im zweiten Quartal 2010 einen Nettoverlust von 115.000 USD 152.000 EUR aus einem Gewinn von 845.000 EUR im entsprechenden Zeitraum des Vorjahres verzeichnete .",de
neutral,"Die neu fertiggestellte Allure of the Seas und ihr identisches Schwesterschiff Oasis of the Seas , die im vergangenen Jahr fertiggestellt wurde, sind die größten Kreuzfahrtschiffe der Welt .",de
neutral,Nach dem 1. April 2007 wird Cencorp keine eigenen Mitarbeiter auf dem Gebiet haben.,de
neutral,"Ramirent mit Sitz in Helsinki , Finnland , hat Niederlassungen in 13 nordischen , mittel- und osteuropäischen Ländern .",de
neutral,"s Wirtschaftszweige sind Bauwesen , Infrastrukturbau und technische Gebäudedienstleistungen .",de
neutral,"www.countryelements.co.uk Entworfen von Patricia Burt, ist dies nur einer von einer Auswahl von unverwechselbaren Haken Teppiche mit recycelten Materialien und gefärbten natürlichen Farbstoffen erstellt.",de
negative,Infektion beunruhigt prompt regulatorische Überprüfungen der Gilead Leukämie Droge $GILD https://t.co/H9vqXpZ15G via @YahooFinance,de
negative,"Die Verkäufe der Abteilung Kaufhaus gingen um 8,6 % auf 140,2 Mio. EUR zurück.",de
positive,"Bedeutung : Teleste hat betont , dass Polen mit seiner großen Größe und wachsenden Wirtschaft sowie der raschen Entwicklung seiner TV-Dienstleistungsvertriebsindustrie als attraktiver Markt angesehen wird .",de
neutral,"Technopolis plant, in Etappen eine Fläche von nicht weniger als 100.000 Quadratmetern zu entwickeln, um Unternehmen in Computer-Technologien und Telekommunikation arbeiten zu hosten , sagte die Erklärung .",de
neutral,In Finnland bildet die Exportindustrie eine große Kundschaft für die Verpackungsindustrie .,de
positive,"( ADP News ) - 31. Oktober 2008 - Das finnische Lebensmittelunternehmen Raisio Oyj ( OMX : RAIVV ) sagte heute, dass sein Nettogewinn in den ersten neun Monaten 2008 auf 16,4 Mio. EUR ( 20,9 Mio. USD ) von 1,1 Mio. EUR für den gleichen Zeitraum von 2",de
neutral,Sie werden die neuesten Erkenntnisse und Updates über die Strategie von Citycon sowie die neuesten Nachrichten aus allen Geschäftsbereichen hören .,de
negative,"$XLF http://stks.co/1KJ9 Abgeschlagene Zielkauffläche, gekauft $skf als Hecke. sehen 50ma Hang",de
negative,"BHP Billiton postet großen Verlust, schneidet Dividende",de
neutral,Sie werden bis zu einer Tiefe von etwa 360-380 Metern versenkt und durch Vakuum am Boden Schlamm befestigt werden.,de
neutral,"Das Gerätevolumen im Bereich verringerte sich um 21 % auf 2,7 mn Einheiten .",de
positive,"Sponda wird einen Gewinn aus dem Verkauf von 8,5 Mio. Euro ($ 12,4 Mio.) verzeichnen.",de
neutral,"Berling Capital , Umo Capital und Veikko Laine sind die größten Aktionäre von Amanda Capital .",de
positive,$TRX http://stks.co/1KkK Lange Einrichtung. MACD-Kreuz.,de
neutral,"Nach Ultrascan , mit einer Software von Crackern erworben , es hat es geschafft, das Handy in einer Weise zu ändern, dass das Telefon in der Lage war, sich ein einmaliges Passwort von einer Bank über eine SMS gesendet bekommen .",de
neutral,Zu Beginn der Verhandlungen belief sich die geschätzte Zahl der Kürzungen auf maximal 50 .,de
positive,Das Geschäft des Konzerns wird durch sein breites Portfolio an Sport und Präsenz in allen wichtigen Märkten ausgeglichen .,de
neutral,"Das weltweite Serviceangebot von Elcoteq umfasst den gesamten Lebenszyklus von Produkten , von der Produktentwicklung bis hin zu After-Market-Services .",de
negative,$PCLN Zurück zu Zurück intraday Umkehrungen schauen Sie unten. Shorts bewegen sich in!,de
neutral,"Der Lieferumfang von Outotec umfasst das Engineering , die Lieferung von Spezialausrüstungen und Dienstleistungen für eine Kalzinierungsanlage mit zwei zirkulierenden Wirbelschichtkalzinern .",de
neutral,"Solidium hält nun 5,0 Prozent der Aktien Solidium Oy hat 5,0 Prozent der Aktien der Tieto Corporation für rund 58 Millionen Euro erworben.",de
neutral,Raute ist an der Nordischen Börse in Helsinki gelistet.,de
positive,"$SPY will immer noch höher, denke ich.",de
neutral,Der finnische Forstindustriekonzern Stora Enso Oyj gab am Donnerstag ( 20 . März ) eine Gewinnwarnung für das erste Quartal 2008 heraus .,de
positive,Poyry hat eine gute Erfolgsbilanz der großen Verkehrsprojekte in Lateinamerika .,de
neutral,"Mit der Ankündigung wurden die Freenet-Aktien im Frankfurter Handel um 6,3 % bzw . 0,71 EUR auf 10 ,65 EUR gesenkt , da die Investoren die Hoffnung aufgegeben hatten , dass die United Internet AG und Drillisch ihre eigene Übernahme und Auflösung von Freenet fortsetzen würden .",de
negative,"Um 10.33 Uhr war Huhtamaki der größte Faller des Marktes , 8.69 pct niedriger bei 11.35 eur , während die OMX Helsinki 25 0,32 pct höher bei 3.332,41 , und die OMX Helsinki war um 0,47 pct höher bei 11.687.32 .",de
positive,"Diese Maßnahmen dürften ab 2007 jährliche Kosteneinsparungen in Höhe von 1,5 Mio EUR bewirken .",de
neutral,"Die Generalversammlung genehmigte , dass die jährliche Vergütung für die Mitglieder des Verwaltungsrats 40.000 EUR für den Vorsitzenden des Verwaltungsrats , 30.000 EUR für den stellvertretenden Vorsitzenden des Verwaltungsrats und 20.000 EUR für andere Mitglieder des Verwaltungsrats beträgt .",de
positive,"Sanoma Magazines Finnlands Nettoumsatz stieg von 131,8 Mio. EUR auf 140,1 Mio. EUR .",de
positive,Das Auftragsbuch von Ruukki lag Ende 2010 um 30 % über dem Vorjahr und um 10 % über dem Vorquartal .,de
negative,Die Rückkäufe verringern das verteilbare Kapital und die Rücklagen .,de
neutral,"Der Verlust vor Steuern belief sich auf 162,3 Mio . EUR im Vergleich zu einem Gewinn von 253,5 Mio . EUR im Jahr 2007 .",de
negative,"$KIOR Mein Gott. Markt wird heute zerquetscht. Muss halten, wenn etwas g sollte morgen ein paar erholen, denke ich.",de
positive,"Ende März 2007 belief sich der Auftragsbestand der Gruppe auf 39,6 Mio EUR , was einem Anstieg um 42 % gegenüber dem entsprechenden Zeitraum 2006 entspricht .",de
