sentiment,sentence,lang
neutral,"Le site de production de Nokia OYJ à Bochum , en Allemagne , a affiché un bénéfice avant intérêt de 134 mln eur pour 2007 , Capital rapporté dans un extrait d' un article qui sera publié demain , citant des documents internes .",fr
negative,Rapala VMC Corporation STOCK EXCHANGE COMMUNIQUÉ Le 10 octobre 2008 à 11h45 Kaupthing Bank Oyj ( `` Kapthing '' ) a informé Rapala VMC Corporation ( `` Rapala '' ) qu'il a interrompu la liquidité de la part de Rapala pour le moment .,fr
neutral,"Les activités cédées ont enregistré un chiffre d' affaires net de 145,1 millions d' euros en 2009 et un bénéfice opérationnel de 8,9 millions d' euros .",fr
positive,$WYNN grand rebond,fr
neutral,"L' entreprise polonaise emploie environ 1 000 personnes , et ses ventes nettes se sont élevées à environ 70 millions d' euros en 2007 .",fr
negative,"Royal Mail, Johnson Mathey mène FTSE plus bas",fr
negative,Morrisons fait face à un test de vente festive,fr
positive,"Dirk Jones , responsable de la gestion des ventes des clients des institutions financières , GTS , Citigroup , Inc , a déclaré , ` Citi est extrêmement heureux de fournir des services de garde globale à Pohjola Group Bank .",fr
positive,"La FDA approuve le médicament NPS, en cours de validation de l'accord de prise en charge Shire",fr
positive,20 octobre 2010 - La société finlandaise de produits métalliques Componenta Oyj HEL : CTH1V a déclaré hier que sa perte nette s'est réduite à 7 millions d'euros pour les neuf premiers mois de 2010 de 23 .3 millions d'euros pour la même période de 2009 .,fr
negative,"Selon le rapport intermédiaire publié aujourd' hui , les ventes de la période sont tombées à 30 ,6 millions d' euros , contre 38 ,3 millions d' euros .",fr
positive,"Les ventes des grands magasins se sont améliorées de 14 % à 1 070,6 millions d'euros.",fr
neutral,"L'exécutif a déclaré que des pays tels que le Brésil , le Chili , l' Argentine et le Mexique dirigeront l'adoption dans le segment des services Ethernet d'affaires , tandis que le Brésil et le Mexique seront les premiers adoptants du transporteur Ethernet pour backhaul mobile .",fr
neutral,La commercialisation utilisera l'infrastructure existante de Tikkurila et les connaissances locales en Russie .,fr
negative,$TWTR Le meilleur scénario pour aller de l'avant est ce stock qui tombe lentement tous les jours...,fr
positive,"Baird aime $TSLA - les mises à niveau pour surperformer, élève le prix cible à $300. La firme de recherche ne voit pas non plus de levée de capitaux nécessaires dans les prochaines qtrs",fr
positive,"Le fabricant mondial d'équipements sportifs Amer Sports Corp. , dont les marques incluent Atomic , Salomon et Wilson , a vu une augmentation de 64 pour cent du bénéfice net du troisième trimestre à 47,4 millions d'euros 65 millions de dollars sur les ventes fortes et les réductions de coûts .",fr
positive,$FB regarder pour rebond demain,fr
neutral,"En outre , l' entreprise envisage le début de la production en Russie .",fr
neutral,NetCom s'attend à terminer le déploiement de Turbo 3G dans ces domaines cette année .,fr
neutral,J+ñrvi-Suomen Portti prévoit également de réduire l'utilisation du nitrite de sodium.,fr
negative,"Selon le PDG Matti Perkonoja de la société mère HKScan , la performance de la société au premier trimestre 2010 est restée nettement en dessous du niveau de la période correspondante en 2009 .",fr
neutral,La société publiera ses états financiers pour 2008 le 25 février 2009 .,fr
neutral,"La vente d' actions , aux investisseurs étrangers et finlandais , devrait augmenter de quelque 300 millions d' euros ( 380 millions de dollars des États-Unis ) .",fr
positive,$SPY http://stks.co/1MiR Nous tenons au-dessus mercredi et jeudi se termine.,fr
negative,"Fournisseur finlandais de systèmes de plomberie et de chauffage Le chiffre d' affaires net d' Autor sur les opérations en cours a diminué de 9,4 % en 2008 pour s' établir à 949,2 millions d' euros , contre 1 047,4 millions d' euros en 2007 .",fr
neutral,"Le combiné dispose également d'une barre de médias pour un accès rapide aux médias et applications préférés , y compris la musique , les photos , YouTube ou Ovi Share .",fr
neutral,Finlandais Honkarakenne qui se spécialise dans la construction de maisons en bois rond prévoit d'utiliser le pin de la Russie Karelia .,fr
neutral,Parmi les plus grands vendeurs de Noël se trouvaient une robe de 35 satins de sangle d'étrave de style sur des tenues portées par Victoria Beckham et une robe 75 Paris Hilton Prom.,fr
neutral,Voici les résultats consolidés non vérifiés pour le groupe Aspocomp en vertu des normes de déclaration IFRS .,fr
neutral,"Le bénéfice d' exploitation comparable pour le trimestre a diminué de 510 millions d' euros , tandis que les ventes ont augmenté de 860 millions d' euros , par rapport au troisième trimestre 2007 .",fr
neutral,$RAD Tous mes graphiques sont survendus.,fr
positive,$FB gettin dans la zone d'achat bientôt ;),fr
neutral,La valeur de la commande était supérieure à 15 millions d'euros .,fr
neutral,"Le développeur finlandais de solutions de logiciels financiers BasWare Oyj a déclaré que son bénéfice net est tombé à 884 000 euros ( 1,2 million de dollars ) pour le premier trimestre de 2007 à partir de 2,0 millions d' euros ( 2,7 millions de dollars ) un an plus tôt .",fr
negative,Windows 10 est terrible pourquoi a-t-il forcé une mise à niveau sur mon PC sans mon consentement? #windows #Microsoft $msft,fr
positive,"Ponsse Oyj, fabricant finlandais de machines et d'équipements forestiers, a déclaré le 5 octobre 2007 qu'il livrera un total de 67 machines forestières à méthode coupée en longueur et 44 têtes de moissonneuses à la papetière brésilienne Bahia Pulp et à des entrepreneurs de récolte de bois sans nom uruguayen .",fr
neutral,"La société finlandaise de logiciels QPR Software Plc ( OMX Helsinki : QPR1V ) a enregistré le jeudi ( 23 octobre ) un bénéfice d' exploitation de 63 000 euros sur les ventes nettes de 1 , 5 millions d' euros pour le troisième trimestre 2008 .",fr
positive,"Les bénéfices d' exploitation et les ventes nettes pour la période de neuf mois ont augmenté , respectivement de 26,6 % et 3,4 % , par rapport à la période correspondante de 2006 .",fr
neutral,Une conférence téléphonique internationale et une webdiffusion audio concernant le résultat financier janvier-mars 2010 débuteront à 14 heures EET .,fr
negative,"Les ventes nettes de Kémira finnoises ont diminué , passant de 1 425,1 millions d' euros en janvier-juin 2008 à 1 259,6 millions d' euros en janvier-juin 2009 .",fr
negative,"$ZSL a l'air très faible, pourrait être une bonne configuration courte.",fr
neutral,"Le RME de Telcontar permet au combiné de calculer le meilleur itinéraire et comprend un support pour les itinéraires définis par l'utilisateur , la navigation et le routage multimodal tels que par pied et ferry .",fr
neutral,Les appels au standard et aux services d'annuaire ont diminué considérablement puisque nos employés ont maintenant des coordonnées à jour de tous leurs collègues et clients sur leur téléphone et peuvent passer l'appel directement.,fr
positive,"AP: Caterpillar posts 60 pour cent bond dans le profit 4Q sur forte croissance des ventes mondiales, tops Wall St. vue > $CAT",fr
neutral,Les polices d'assurance devraient être simples.,fr
neutral,Nokia et Capcom ont annoncé que Resident Evil Degeneration sortira sur N-Gage plus tard cette année .,fr
negative,"L' aciérie a déclaré que la baisse des bénéfices s' expliquait par la persistance de l' incertitude économique , conjuguée à la sécheresse actuelle des prêts bancaires , qui a entraîné une baisse de la demande de ses produits , les clients ayant de plus en plus de difficultés à financer les opérations .",fr
negative,$SPY faible fermeture,fr
positive,Le groupe Compass dit positif pour l'année à venir,fr
neutral,L ' UPM-Kymmene a déclaré qu ' elle n ' avait < < pas manifesté d ' intérêt pour des consolidations intérieures > > .,fr
positive,"Elle a également tourné le bénéfice par action ( EPS ) de 0,44 EUR par rapport à la perte par action de 2,26 EUR .",fr
neutral,"Janno Reiljan , membre du conseil de surveillance d'Eesti Energia , a déclaré que les propriétaires de Narva Power Grid avaient informé Eesti Energia de leur souhait de vendre .",fr
neutral,"L'anticorps, administré à des doses répétées allant jusqu' à 8 mg-kg, était généralement bien toléré, et les caractéristiques pharmacocinétiques du BTT-1023 chez les patients atteints de psoriasis étaient conformes à celles observées dans une étude antérieure menée chez des patients atteints de polyarthrite rhumatoïde RA.",fr
neutral,"Dans un avis aux médias , le NTSB a déclaré qu'après les essais ultérieurs , `` le système de détection de train a échoué de façon intermittente . ''",fr
neutral,"Selon le directeur général de Honka Japan Marko Saarelainen , Honkarakenne exporte environ 200 maisons de bois prêt au Japon par an .",fr
neutral,Les résultats consolidés et non vérifiés d' Amanda Capital sont présentés ci-dessous en vertu des normes de déclaration IFRS .,fr
neutral,Le quotidien finlandais Kauppalehti prévoit que le fournisseur finlandais Rautaruukki a augmenté ses prix au-dessus de la zone de confort d'Aker.,fr
neutral,Tornio Works emploie 2300 personnes dont plus de 1800 ont été mises à pied à temps fixe ou à temps partiel au cours de la période avril-octobre .,fr
neutral,"Le résultat avant impôts a été une perte de 25,0 millions d'euro .",fr
negative,BHP Billiton traîne FTSE plus bas après avoir réduit le dividende,fr
neutral,"Alma Media détient 70 % de cette société , les actions restantes étant détenues par les principaux employés de l' entreprise .",fr
neutral,"Il est membre de l'alliance OneWorld , qui comprend American Airlines et British Airways .",fr
neutral,"Beaucoup de navires commerciaux s'étaient coincés dans la baie étroite de Bothnia, où la glace est plus épaisse, et autour des îles Aaland.",fr
positive,"Suite à l' acquisition , Relacom renforcera sa présence en Finlande , desservant les opérateurs et le marché des bureaux avec des services de construction , d' installation et de maintenance de réseaux mobiles et fixes .",fr
positive,Ponsse projette que les marchés des machines forestières s'améliorent plus que prévu en 2010 par rapport à l'année précédente .,fr
neutral,"Ahlstrom Corporation Anne Pirila Directrice, Communications financières Distribution : Bourse d'Helsinki Médias principaux Ahlstrom en bref Ahlstrom est un leader dans le développement , la fabrication et la commercialisation de matériaux à fibres haute performance .",fr
positive,"1er février 2011 - La société finlandaise du textile et de l'habillement Marimekko Oyj HEL : MMO1V a déclaré aujourd'hui son bénéfice d'exploitation préliminaire est passé de 6,3 millions d'euros en 2009 à 8,2 millions d'euros en 2010.",fr
positive,"Le prix de l' aluminium de la matière première a augmenté à la fin de 2005 , mais la société considère que ses perspectives pour 2006 sont favorables .",fr
neutral,compression de volatilité dans $AAPL. J'espère qu'il sera résolu à l'envers,fr
positive,"Les ventes nettes de Ramirent au deuxième trimestre terminé le 30 juin étaient de 128,7 millions d' euros environ 163 millions de dollars américains , soit une augmentation de 3,3 % par rapport à 124,6 millions d' euros pour le deuxième trimestre de l' année dernière .",fr
neutral,"Fortum détient 90,2 pct du capital social et 94,4 pct des droits de vote de la société , qu' elle envisage maintenant de radier de la Bourse de Varsovie .",fr
neutral,"AUTRES Rhénanie-du-Nord-Westphalie - Émettre un indice de référence , un accord à taux fixe de 5 ans en euros .",fr
neutral,"F-Secure a rapporté que : - Le premier semestre de 2008 a vu un nombre croissant d'attaques ciblées de logiciels malveillants sur des particuliers , des entreprises , et des organisations .",fr
negative,$YELP wayy surévalué en ce moment IMO. Doit être trading un seul chiffre. Peut prendre un peu de pos. dans le bénéfice. Objectif à court terme 18 ......,fr
positive,"En tant qu'entreprise domestique, Best-In est déjà proche des propriétaires finlandais de chiens.",fr
neutral,"Les dons sont accordés à l'Université Aalto et aux universités d'Helsinki , Tampere , Turku , Finlande orientale , Jyv+ñskyl+ñ , Oulu et Vaasa , et à la polytechnique qui sera annoncée plus tard .",fr
neutral,"Neste Oil a étendu les gains d'hier et mis sur 0.49 pct à 22.72 eur , tandis que l'utilité Fortum versé 1.14 pct à 20.76 eur .",fr
negative,@scottrade Pourquoi $tsla n'est pas disponible pour le court-métrage en ce moment? Même pour $w?,fr
neutral,"L'huile de Neste finnoise qui était précédemment sur la liste , est tombée complètement hors de la liste .",fr
neutral,La webdiffusion peut être suivie en ligne sur le site Web de l'entreprise à l'adresse www.ruukki.com/investors .,fr
positive,YIT affirme que l'acquisition fait partie de sa stratégie d'expansion sur les marchés d'Europe centrale et orientale .,fr
neutral,"La cible Hayward, Calif.-based designs actifs , chaussures décontractées et robe , ainsi que des bottes et des sandales .",fr
neutral,"C' est une zone très appréciée , car la plupart des terrains y ont déjà été construits .",fr
positive,"Il y a des entreprises , qui sont prêtes à investir leurs propres fonds dans cet accord comme Rostelecom RTS : RTKM .",fr
neutral,La famille de produits QPR est entièrement compatible avec le système d'exploitation Windows 7 de Microsoft.,fr
neutral,"L'emplacement de l'adresse est fourni à un contrôleur local , de préférence par transmission sans fil , qui utilise alors l'emplacement de l'adresse pour accéder au module de commande de l'appareil .",fr
neutral,Elle utilisera le produit de la transaction pour atteindre son objectif .,fr
positive,@CH_Roark: $UNXL J'aime ce Triangle Ascendant sur le graphique de 30 minutes. Breakout à venir lundi! http://stks.co/aT3GLooks prometteur.,fr
negative,"Le bénéfice avant impôts était de 4,0 millions d' euros , en baisse par rapport à 4,9 millions d' euros .",fr
positive,"`` Nous sommes très heureux de travailler avec Fujitsu et NTT DoCoMo pour faire avancer les progrès de LTE ', a déclaré Juergen Walter , chef de Converged Core , Nokia Siemens Networks .",fr
neutral,"Lorsque ces informations ont été publiées le 5 septembre 2008 , les actions dépositaires américaines de Nokia ont diminué de 8 % .",fr
neutral,Toutes les entreprises Amer Sports développent et fabriquent des produits techniquement avancés qui améliorent les performances des participants sportifs actifs.,fr
neutral,La société s'est engagée à ce que le nouveau logiciel rende les e-mails et d'autres documents dans la mesure où ils apparaissent sur les ordinateurs de bureau.,fr
positive,"Rory Fitzgerald , directeur général , opérations , Port de Bristol , a déclaré : `` Avec l'utilisation de la technologie de maintenance faible nous pouvons économiser jusqu'à 30 pour cent sur l'entretien , plus la détection de la charge hydraulique peut nous économiser 15 à 30 pour cent supplémentaire sur la consommation de carburant . ''",fr
negative,La prise de contrôle de M. Bricolage par Kingfisher pourrait frapper un mur de briques,fr
negative,"( ADPnews ) - 4 mai 2010 - Fiskars Oyj Abp ( HEL : FISAS ) a déclaré aujourd'hui que son bénéfice net s'est réduit à 12,9 millions d'euros ( USD 17 millions ) au premier trimestre de 2010 contre 17 millions d'euros dans la même période",fr
neutral,"Frost a vendu des actions pour 19 millions de dollars , à 6,06-7 ,12 $ par action , par rapport au sommet de vendredi de 11,33 $ et au bas de 10,14 $ .",fr
neutral,"Selon les données préliminaires de l' Office slovaque des statistiques , des marchandises d' une valeur de 36 ,4 millions d' E ont été importées de Finlande entre janvier et octobre 2010 , soit 0,1 % du total des importations de la Slovaquie .",fr
neutral,"Niam offre aux investisseurs financiers un rendement élevé grâce à des investissements dans des fonds qui, à leur tour, investissent dans tous les types de propriétés .",fr
positive,$AVGO grande croissance stk & également levé dividende . clairement un grand investissement http://stks.co/r2F3h,fr
positive,"SKF 6 avril 2010 - Alandsbanken a donné une recommandation ""achat"" sur la société industrielle suédoise SKF AB ( STO : SKF B ) avec un objectif de prix d'actions de SEK150 .",fr
neutral,"Code de négociation : ELI1V Nombre d'actions : 99,483 Partage de prix : Gratuit Après le transfert , Elisa détient un total de 10,435,023 actions propres .",fr
neutral,L' accord est soumis à l' approbation des autorités norvégiennes de la concurrence .,fr
neutral,"Fortum avait l' intention de dépenser autant que ( EURO ) 2,7 milliards pour devenir le seul propriétaire de TGK-10 .",fr
neutral,"Selon le rapport intermédiaire , les ventes de la période sont tombées à 30,6 millions d' euros , contre 38,3 millions d' euros , publié aujourd' hui .",fr
positive,Les solutions seront utilisées pour améliorer les réseaux d'un MSO russe dans 37 villes différentes en Russie .,fr
positive,`` Les activités combinées créeront de la valeur pour les actionnaires et seront bonnes pour nos employés et nos clients.,fr
neutral,Il a confirmé son point de vue le 6 juillet .,fr
negative,Glencore blâme les rivaux pour avoir créé de la fonte des métaux,fr
positive,Le marché estonien de la bière a globalement augmenté de trois pour cent l'an dernier à 130 millions de litres.,fr
neutral,"Le transfert d' entreprise prendra effet le 1er janvier 2007 , et dans le cadre de ce transfert de 47 employés d' Elisa à Daxtum en tant qu' employés permanents .",fr
neutral,"LLC , un fournisseur de solutions de gestion vocale et de données aux entreprises sans fil ayant des activités dans le monde entier , transférera ses opérations de déploiement aux États-Unis au géant finlandais de la téléphonie mobile , qui comprend des travaux civils et des services d'acquisition de sites .",fr
positive,L'entreprise sera également indemnisée pour avoir agi en tant qu'usine de réserve par lots.,fr
positive,@asdfLLC. Belle pop aujourd'hui. Je t'ai dit que nous serions vert haha. C'est drôle que tu en parles. Je travaille en fait sur une histoire sur $NOK en ce moment,fr
negative,"Cerberus Capital Management LP-backed paper maker NewPage Corp. a affiché des résultats mitigés du deuxième trimestre , jetant un nuage sur son offre publique initiale prévue .",fr
positive,$INO de retour dans ce petit post,fr
neutral,"Parce que nous sommes une compagnie d'assurance retraite, nous sommes tenus de diversifier et de ne pas trop mettre dans une catégorie d'actifs.",fr
positive,"`` P&O Ferries a maintenant un navire très efficace et puissant pour sa route de Dover à Calais , '' chef du constructeur de navire 's Rauma yard , Timo Suistio , a déclaré .",fr
positive,"$pcln back over ""up"" tendance ligne à partir de 10/4",fr
negative,"( ADP News ) - 12 février 2009 - La société finlandaise de construction Lemminkainen Oyj ( HEL : LEM1S ) a déclaré aujourd' hui que son bénéfice net s' est réduit de 80,6 millions d' euros pour 2007 à 63,5 millions d' euros ( USD 81,1 millions ) pour 2008 .",fr
neutral,"Seulement cette fois , Nokia , le plus grand MNC de l'Inde , a cherché un sujet qui pourrait déclencher un million d'approches ` Créativité dans les marchés émergents .",fr
positive,Je ne le vois pas. 200 jours sma est le grand obstacle. Il y a un bon bâtiment de base. $NFLX https://t.co/ImKYGO2cyc,fr
neutral,Autotank Group fait partie de la division Systèmes d'Aspo.,fr
negative,"Dans un avis aux médias , le NTSB a déclaré qu'après les essais ultérieurs , `` le système de détection de train a échoué de façon intermittente . ''",fr
positive,"Wartsila a remporté le contrat en octobre 2007 et l'usine sera installée à Manturovo dans la région de Kostroma en Russie, à environ 600 km au nord-est de Moscou, Russie.",fr
neutral,Elisa a chargé Poyry Telecom Oy de la Finlande de réaliser une étude de réception dans certaines des plus grandes villes d'Estonie en dehors de Tallinn.,fr
neutral,Fortum a également une participation de blocage dans Northwestern TGK-1 .,fr
neutral,Il rendra compte des résultats de l'année entière le 22 août .,fr
neutral,Il a été convenu avec le conseil d'administration de la société qu'elle sera disponible dans un rôle consultatif .,fr
neutral,"Kaupthing prévoit que Stora Enso finnois-suédois fermera son moulin à Reisholz , en Allemagne .",fr
positive,"La société finlandaise de technologie de wafer au silicium Okmetic Oyj ( OMX Helsinki : OKM1V ) a déclaré jeudi ( 7 août ) un bénéfice d' exploitation de 5,3 millions d' euros pour la période janvier-juin 2008 , en hausse par rapport à 3,3 millions d' euros pour la période correspondante en 2007 .",fr
neutral,`` Ruukki est maintenant inclus sur DJSI World pour la deuxième année consécutive et l'Européen DJSI STOXX pour la troisième année consécutive.,fr
negative,Le nouveau patron du Credit Suisse fait face à un défi difficile en Asie,fr
negative,"La perte d' exploitation s' est élevée à 5,2 millions d' euros , contre 3,4 millions d' euros pour la période correspondante de 2008-2009 .",fr
neutral,"Le bénéfice d' exploitation s' est établi à -0,1 million d' euros , en baisse par rapport à 1,3 million d' euros .",fr
neutral,Le groupe russe Video International détient une participation majoritaire dans Russian Media Ventures .,fr
neutral,"Les gains par action ( EPS ) se sont élevés à une perte de 0,05 EUR .",fr
positive,SiriusXM a ajouté 465 000 nouveaux abonnés nets au premier trimestre 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker,fr
neutral,"Par l' intermédiaire de la bourse nordique , OMX offre un accès à environ 80 % des marchés des valeurs mobilières nordiques et baltes .",fr
neutral,"Les secteurs d' activité du Groupe sont la construction de bâtiments , la construction d' infrastructures , les services techniques de construction et les produits de construction .",fr
positive,"Grâce à l'amélioration de la demande et aux ajustements que nous avons effectués , les taux d'utilisation de la flotte de Cramo ont considérablement augmenté.",fr
neutral,"Pour 2009 , le bénéfice net s' est élevé à 3 millions d' euros et la société a versé un dividende de 1 ,30 euros par pièce .",fr
positive,La FDA approuve la Vyvanse de Shire pour le trouble mangeur de bange,fr
negative,Les actions de Micron pounded sur les craintes de perte de l'entreprise d'Apple; Stifel défend $AAPL $MU http://stks.co/t1Z8T @Marjo,fr
positive,"Le distributeur finlandais de fournitures de bureau et d' accessoires informatiques Beltton-Group Plc a déclaré que son bénéfice net s' est élevé à 1,3 million d' euros ( 1,7 million de dollars ) en 2006 par rapport à 1,13 million d' euros ( 1,5 million de dollars ) en 2005 .",fr
positive,MISE À JOUR 1-Berkshire applique pour augmenter la participation de Wells Fargo au-dessus de 10 pct,fr
neutral,L' utilisation de la base de règles de validation permet de vérifier que les bases de règles de traitement gérées par différents administrateurs répondent à certaines exigences définies .,fr
negative,"La société finlandaise Exel Composites , qui conçoit , fabrique et commercialise des profils et tubes composites pour diverses applications industrielles , signale que ses ventes nettes ont diminué de 0,6 % au deuxième trimestre de 2010 , passant de 19,3 millions d' euros au cours de la période correspondante en 2009 à 19,2 millions d' euros .",fr
neutral,"Le conciliateur national Juhani Salonius , qui a rencontré les deux parties mercredi , a déclaré qu'ils étaient trop éloignés dans leurs points de vue pour qu'il propose la médiation .",fr
positive,Long $X 24.62,fr
neutral,Le nombre d' actions de la catégorie A reste inchangé à 9 526 089 actions .,fr
negative,"Le bénéfice d' exploitation est tombé à 6,2 millions d' euros , contre 8,5 millions d' euros au troisième trimestre de 2007 .",fr
positive,Le pipeline est fort.,fr
neutral,La mise en œuvre du projet sera réalisée par la société finlandaise YIT en association avec le fonds d' investissement Evli Property Investment Russia ( EPI ) .,fr
neutral,L'Assemblée générale extraordinaire devrait avoir lieu au plus tard le 18 février 2011.,fr
neutral,"Rautalinko était également possible pour les services de mobilité , et son travail dans cette division sera poursuivi par Marek Hintze .",fr
negative,"Le résultat opérationnel s' est traduit par une perte de 2,9 millions d' euros , alors qu' un an auparavant , il s' est traduit par un bénéfice de 0,6 million d' euros .",fr
positive,"( ADP News ) - 11 décembre 2008 - La société finlandaise de construction et d'ingénierie Outotec Oyj ( OMX : OTE1V ) a déclaré aujourd'hui qu'elle a remporté un montant de 28 millions d'euros ( 36,8 millions de dollars américains ) afin d'étendre le concentrateur de phosphate à Siilinjarvi de minera norvégienne",fr
neutral,"Dans la méthode, les becs d'éperlan 2 sont séparés de la zone de travail 6 par une paroi de blindage 8 , 10 disposés mobiles par rapport aux becs d'éperlan .",fr
positive,"Le commerce d'importation et de détail de voitures de Kesko, VV-Auto , a vu les ventes augmenter de 17.1 pct .",fr
positive,"Le bénéfice avant impôt s' est élevé à 1 019 millions d' euros , contre 1 007 millions d' euros au cours de la période correspondante de 2005 .",fr
positive,"$COH Gagner Momentum! Belles signaux d'achat ici! Long Plus de 35,92 $ http://stks.co/t0tAh",fr
positive,"Les investisseurs continueront à s' intéresser à la part de l' entreprise bien qu' elle ne soit pas tout à fait bon marché , a déclaré Affarsvarlden .",fr
positive,"$SLW est en baisse, mais les appels hebdomadaires $34 (-28,95%), .23 x .25 ont 321 volume. Il vaut la peine d'avoir une chance ici, jmho: http://stks.co/1Qfg",fr
neutral,Il est membre du conseil d'administration de nombreuses sociétés et actionnaire du conseil d'administration spécialisé de Boardman Ltd.,fr
positive,Finnish Vacon a signé des accords importants avec Norwegian Scandinavian Electric Systems ( SES ) sur la fourniture d'entraînements AC .,fr
neutral,"Le PDG du groupe Finlandais Kemira , Lasse Kurkilahti , affirme que la réorganisation structurelle du groupe se poursuivra pendant au moins un an .",fr
neutral,"A 12h01 , l'OMX Helsinki 25 a baissé de 0,66 pct à 3,143,57 et l'OMX Helsinki a diminué de 0,67 pct à 10,530,74 sur un chiffre d'affaires de 253 millions d'euros .",fr
neutral,Ce chiffre n'inclut pas les exportations de produits alimentaires en provenance de Finlande .,fr
neutral,Ils sont également bouleversés par le fait que certaines machines et certains travaux soient transférés en Pologne.,fr
neutral,"Les opérations à vendre comprennent des unités de fabrication en Finlande , en France , en Pologne et en Turquie , ainsi que des unités de vente en Allemagne et en Lituanie .",fr
neutral,"Le résultat d' exploitation s' est élevé à -24,9 millions d' euros , dont 15,3 millions d' euros de frais de restructuration .",fr
neutral,La société distribue les produits de Hiab ainsi que d'autres produits.,fr
neutral,"Le président de FAC, Kevin Martin, a déclaré que le fair-play exigeait d'étendre les mêmes règles de déréglementation aux lignes d'abonnés numériques que les fournisseurs de télécommunications utilisent pour les réseaux à large bande.",fr
positive,"Le bénéfice avant impôt est passé de 14,9 millions d' euros en 2005 à 17,8 millions d' euros .",fr
neutral,"L'alliance vise à taper les ordinateurs mobiles pocketables , netbooks , tablettes , mediaphones , téléviseurs connectés et systèmes d'infodivertissement embarqués .",fr
negative,L'entreprise de Buffett rapporte 37 pour cent de baisse dans les gains de 2Q,fr
neutral,"Tikkurila Powder Coatings compte une cinquantaine d'employés dans ses quatre usines de peinture , qui ont généré des revenus de 2 ,4 millions d' euros3 ,3 millions d' euros en 2010 .",fr
positive,Le bore finlandais qui appartient à la famille Rettig s'est développé récemment grâce à l'acquisition de petites compagnies maritimes.,fr
neutral,Satama et Trainers ' House resteront des noms et des marques indépendantes des secteurs d ' activité.,fr
neutral,"Le bénéfice d' exploitation s' est élevé à 9,4 millions d' euros , contre 11,7 millions d' euros en 2004 .",fr
negative,"Le bénéfice d' exploitation s' est élevé à 30,2 millions d' euros , en baisse par rapport à 43,8 millions d' euros l' année précédente .",fr
neutral,"Nom complet de l' actionnaire : Otto Henrik Bernhard Nyberg Pour de plus amples informations , veuillez contacter Maija-Liisa Friman , CEO , tél. +358 9 7597 0711 .",fr
neutral,Les marchés émergents sur lesquels Raisio a choisi d' entrer jusqu' à présent sont caractérisés par une consommation alimentaire relativement faible par habitant .,fr
negative,$CAMT On dirait que ça pourrait se décomposer.,fr
neutral,"Les recettes de la Commission sont tombées à 4,6 millions d' euros , contre 5,1 millions d' euros au cours de la période correspondante de 2007 .",fr
neutral,Nous y prenons maintenant Marimekko à une échelle nettement plus importante.,fr
negative,"Plus tôt aujourd' hui , le rival finlandais de Geberit, Ontor OYJ , a réduit ses prévisions de croissance des ventes à 6 pct , contre 10 pct , en accusant l' Allemagne et les États-Unis de conditions difficiles , ainsi que de facteurs monétaires .",fr
neutral,"Hier , Legrand a émis son accord à taux fixe de 300 millions d' euros arrivant à échéance en 2017 .",fr
neutral,"Bien sûr, vous aurez un accès direct au magasin Ovi de Nokia, donc vous aurez beaucoup de plaisir à télécharger vos médias préférés.",fr
negative,"Le résultat opérationnel pour la période de 12 mois a diminué par rapport au bénéfice de 0,4 million d' euros , tandis que le chiffre d' affaires a diminué par rapport à 2004 .",fr
positive,"Par 14:29 CET le lundi , les actions dans le Nordique bavarois avaient grimpé de 1,21 % à DKK250 sur la bourse de Copenhague après avoir perdu 7,41 % au cours du dernier mois .",fr
positive,"A plusieurs reprises , l' EBITA 2008 est supérieure à 18 pct de ventes .",fr
neutral,Le projet de construction devrait débuter au deuxième trimestre de 2009 et le nouveau bâtiment devrait être en place d'ici la fin de 2010.,fr
neutral,"""Nous espérons clarifier nos politiques aux entreprises finlandaises où il y a des zones grises,"" Motlanthe a déclaré.",fr
neutral,"L' activité de crédit-bail de la banque Nordea Liising s' est achevée avec un bénéfice de 4,4 millions d' euros .",fr
neutral,"Le conseil d' administration de la société a proposé un dividende de 0,12 EUR par action pour 2006 .",fr
negative,"« Toutefois , l' augmentation rapide des coûts et le renforcement de l' euro ont été difficiles pour l' ensemble de l' industrie , et ils ont eu une incidence sur nos résultats . »",fr
neutral,"La société argentine d'exportation agricole Calafate a tapé la société compatriote Finnegans pour une solution logicielle , cette dernière société a déclaré dans une déclaration .",fr
positive,"`` Nous sommes ravis d'annoncer notre soutien aux plates-formes portables basées sur Intel , dont les capacités ont rendu notre développement plus facile et plus rapide .",fr
positive,$NFLX et $TSLA faisant toutes sortes de gains,fr
positive,Sur le short $ALTR à 38.85 avec perte,fr
negative,"Le bénéfice opérationnel s' est élevé à 9,0 millions d' euros , en baisse par rapport à 9,7 millions d' euros au premier semestre 2008 .",fr
negative,"$FB tendance, touche le milieu de 110's et baisses",fr
neutral,"En Finlande , le syndicat du personnel d' OP-Pohjola boycotte les tâches de vente d' assurance du groupe parce que la société a refusé de tenir compte de la vente d' assurance lors de la détermination des salaires .",fr
neutral,"Toutefois , plusieurs stocks importants ont diminué .",fr
neutral,"JVC cessera de produire des lecteurs DVD au Brésil : JVC do Brazil , une filiale du groupe japonais JVC a annoncé qu'il arrêtera la production de lecteurs DVD au Brésil .",fr
