sentiment,sentence,lang
positive,CompaniesUnilever ventas levantadas por helados en la economía blanda,es
negative,"El EPS se redujo a EUR0 ,2 frente a EUR0 ,3 .",es
negative,@saltwaternurse $INO puede probar 10 de nuevo en los próximos días. tiempo para tomar algunas ganancias aquí. o cobertura con puestos.,es
neutral,No se proporcionó información financiera .,es
positive,"EasyJet atrae a más pasajeros en junio, pero todavía está a la zaga de Ryanair",es
positive,Agenda de la mañana: El trato de Shire para NPS,es
positive,"Metso suministrará el equipo para dos líneas de proceso en el nuevo proyecto Kaunisvaara de mineral de hierro de Northland Resources en Suecia, que explota los yacimientos de mineral de hierro de Tapuli y Sahavaara.",es
positive,"En virtud de este acuerdo, Biohit se convierte en un proveedor de pipetas y consejos de pipetas desechables para clientes de VWR en toda Europa.",es
neutral,"La estimación anterior de la empresa era de ingresos inferiores a los 93,9 millones de euros del ejercicio anterior .",es
negative,"Los ingresos por acción ( EPS ) bajaron de 0,31 euros a 0,21 euros .",es
neutral,Las ofertas incluyen al menos 1.000 acciones y el valor de las acciones debe corresponder al menos a 4.000 euros .,es
neutral,"Los ingresos por acción ( EPS ) ascendieron a 0 ,06 EUR .",es
negative,NetApp degradada por Macquarie a un rendimiento inferior. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP vía @RatingsNetwork,es
neutral,`` Rusia está dispuesta a participar en una licitación abierta para la privatización de Lattelecom.,es
positive,"Technopolis y el gobierno de San Petersburgo firmaron un memorando de cooperación en octubre de 2005 para establecer un parque tecnológico en la zona de producción de Neudorf en el pueblo de Strelny, en los suburbios de San Petersburgo.",es
neutral,Los propietarios que han participado en las operaciones comerciales de la empresa continuará en el empleo de Poyry después de la transacción .,es
neutral,El objetivo es asegurar la rentabilidad y competitividad de la empresa .,es
negative,"Sin embargo , el beneficio neto de la empresa para el tercer trimestre se redujo a 1,4 millones de euros frente a 1,5 millones de euros para el período correspondiente del 2009 .",es
positive,"El consejo de administración de Neste Oil propuso un dividendo de 1.00 euros para el año completo 2007 , en comparación con 0,90 euros hace un año .",es
neutral,Basware Einvoices Oy se fusionará en la empresa matriz durante el actual ejercicio económico .,es
positive,"#Fintech proveedor $CAFN Cachet Soluciones Financieras Surgiendo Avanzar hoy poste las ganancias Hasta +13,26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo",es
neutral,Antes de la instalación de Kemira NordAlu estaba produciendo 3.500 toneladas de residuos de aluminio líquido y sólido por año.,es
neutral,"Es contador público en Columbia Británica y Alberta, así como contador público certificado en el estado de Washington.",es
positive,""" Muy recomendable "" es el Nokian Z G2 de acuerdo con la "" sentencia ADAC "" en la última prueba de neumáticos de verano de la asociación alemana de automóviles ADAC.",es
neutral,"- El resultado antes de impuestos del Grupo fue una pérdida de 0,6 millones de euros ( +0,6 millones ) .",es
neutral,"- El flujo de caja de las actividades de explotación antes de las inversiones fue de 0,8 -1,2 millones de euros .",es
negative,Viking Line ha cancelado algunos servicios.,es
neutral,"Exel tiene su sede en Mantyharju, Finlandia.",es
negative,"Jouko Karvinen, director ejecutivo de Stora, ha descrito las alzas arancelarias rusas como una amenaza para el futuro de la industria de productos forestales en Finlandia.",es
positive,"Después de Barclays y Bank of America, Citigroup tiene blockchain a la vista",es
positive,"Google, Inc. completa la adquisición de ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",es
positive,"$TSLA se ve bien..me encantaría ver una acción de base aquí, dejando que el RSI tome un respiro. http://stks.co/g1T7c",es
neutral,"Las ventas netas del proveedor finlandés de sistemas de fontanería y calefacción de Unor procedentes de operaciones continuas disminuyeron en un 9,4 % en 2008 hasta situarse en 949,2 millones de euros frente a 1.047,4 millones de euros en 2007 .",es
positive,"Esta ubicación hace del centro comercial un lugar conveniente para comprar para los consumidores de tres grandes zonas residenciales cercanas: Jaroszowka, Wysockiego y Zgody.",es
negative,La compañía de seguros finlandesa Fennia y Kesko Group están poniendo fin a su leal cooperación con el cliente .,es
neutral,"La carcasa comprende un miembro de la carcasa del primer lado provisto del segmento de la cuba del primer lado y un miembro de la carcasa del segundo lado provisto del segmento de la cuba del segundo lado , siendo al menos el miembro de la carcasa del primer lado pivotable alrededor de un eje de rotación .",es
positive,"Elcoteq SE , con sede en Finlandia , un proveedor privado de servicios de fabricación electrónica a empresas de comunicaciones, dijo el jueves que firmó un acuerdo de suministro de fabricación a largo plazo con la empresa de equipos de comunicaciones Andrew Corp. .",es
neutral,"En el primer trimestre del 2009 , los ingresos netos por intereses del Banco de land se debilitaron en un 10 % hasta situarse en 9,1 millones de euros .",es
neutral,"RBS paga $1,7 mil millones para destruir los derechos de dividendo del Tesoro del Reino Unido",es
positive,El aumento de la confianza de nuestros clientes en YIT se puede ver como ventas de apartamentos aceleradas.,es
neutral,Talvivaara Mining Company Plc Talvivaara Mining Company es un productor de metales básicos de importancia internacional con su enfoque principal en el níquel y el zinc utilizando una tecnología conocida como bioheapleaching para extraer metales de mineral .,es
neutral,Resultado de explotación para 2009 inferior a las perspectivas publicadas anteriormente .,es
neutral,Menos de diez personas se enfrentarán a acuerdos de pensiones .,es
positive,"El beneficio de explotación consolidado de la empresa ascendió a 15,86 millones de euros , frente a 4,14 millones de euros interanuales .",es
positive,AstraZeneca comprará ZS Pharma por $2.700 millones,es
negative,"Los beneficios netos del grupo finlandés de gestión y limpieza de residuos Lassila & Tikanoja Oyj ( L&T ) se redujeron a 32,2 millones de euros ( 47,7 millones de dólares ) para el 2007 a partir de 35,3 millones de euros ( 52,3 millones de dólares ) para el 2006 .",es
neutral,"El margen de explotación de la división Aker Yards Cruise & Ferries disminuyó del 8,3 % al 6,4 % en el primer trimestre del 2007 .",es
negative,"HELSINKI Thomson Financial - Las acciones en Cargotec cayeron bruscamente en el comercio de la tarde después de que el grupo de manipulación de carga publicó una caída sorpresa en abril-junio beneficios , que eclipsó el gran número de nuevos pedidos recibidos durante los tres meses .",es
positive,El objetivo del programa es reducir los costes estructurales en torno a los 30 millones de euros en 2009 .,es
neutral,Nuestras herramientas están diseñadas específicamente teniendo en cuenta las necesidades tanto de los usuarios empresariales como de los expertos en TIC.,es
neutral,"Ahlstrom Corporation Seppo Parvi , CFO Distribución : Main media www.ahlstrom.com Ahlstrom en breve Ahlstrom es un líder mundial en el desarrollo, fabricación y comercialización de telas no tejidas de alto rendimiento y papeles especiales.",es
neutral,"Antes de la transacción , cuyas condiciones financieras no se han revelado , Alma Media era propietaria del 40 % de Kotikokki net .",es
positive,$CTRP no es un mal gráfico largo ahora que es a través de la resistencia sma100.,es
neutral,Tampoco es probable una fusión entre la UPM y la Stora Enso finlandés-sueco .,es
positive,$HYG Potencial continuación Uptrend en un gráfico de 60'-15'-4' http://stks.co/t1Qp6,es
positive,Peroni y Grolsch ponen a la venta como AB InBev planea la adquisición de SABMiller,es
positive,"Los beneficios de explotación del período de nueve meses aumentaron de 13 ,6 millones EUR , mientras que las ventas netas aumentaron de 394 ,7 millones EUR , en comparación con el período correspondiente del 2005 .",es
neutral,Las cervezas difieren ligeramente de las cervezas convencionales .,es
neutral,Los detalles financieros no fueron revelados .,es
positive,"Por otra parte , YIT Corporation y la empresa austriaca E AG firmaron la semana pasada un acuerdo sobre la venta del negocio de servicios de sistemas de edificios de E en Alemania , Austria , Polonia , la República Checa , Hungría y Rumanía por 55 millones de euros .",es
neutral,"El fabricante finlandés de productos de aluminio Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) informó el lunes ( 18 de agosto ) de un beneficio de explotación de EUR7 ,9 millones en ventas netas de EUR55 ,2 millones para el período comprendido entre enero y junio de 2008 .",es
neutral,"También se aplicarán los despidos temporales , que afectarán a toda la fuerza de trabajo .",es
positive,"SOUTHFIELD , Mich. -- Central Corporate Credit Union volverá a distribuir dividendos de patrocinio a los miembros al renunciar a todos los honorarios de servicio incurridos durante los meses de julio y noviembre del 2008 , por un valor estimado de $ 1 millón .",es
positive,"Las ventas aumentaron de 10 pct a 566 millones de euros , debido al fuerte volumen y a los efectos favorables de la moneda .",es
neutral,Elija entre un Giant Countdown con cabeza roja o trucha arco iris -- o el Giant Shad Rap en color percha .,es
positive,"Los derechos de exportación rusos activarán la cosecha en Finlandia , y las ventas en Rusia también aumentarán .",es
negative,"Servicios de fabricación de electrónica finlandesa Elcoteq SE presentó una pérdida neta de 66,4 millones de euros , 91,2 millones de dólares para el primer semestre del 2007 , en comparación con un beneficio neto de 7,1 millones de euros , 9.8 millones de dólares para el mismo período del 2006 .",es
neutral,"Según estimación preliminar , el hotel operará bajo la marca Novotel .",es
positive,"credit 20 noviembre 2009 - Glaston Oyj Abp , empresa finlandesa de tecnología del vidrio ( HEL : GLA1V ) dijo hoy que ha celebrado un acuerdo de mecanismo de crédito rotatorio de 74 millones de euros con sus bancos centrales .",es
positive,Escáner del Fin del Día: Cruces de MA Bullish $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT www.dailystockplays.com,es
neutral,"La planta Olkiluoto de dos unidades de TVO de 1.740 MW generó 14,2 TWh con una relación de funcionamiento en ambos reactores del 93,5 % , que la empresa describió como ""alta según los estándares internacionales "" .",es
positive,"Turun kaupunkin , empresa con sede en Finlandia ha adjudicado contrato a Lemminkainen Talotekniikka Oy para trabajos de instalación eléctrica .",es
neutral,"El tráfico total de Finnair disminuyó en un 8,7 % en términos de ingresos de los kilómetros de pasajeros .",es
negative,"Los beneficios consolidados antes de impuestos disminuyeron en un 69,2 % hasta situarse en 41,0 millones de euros frente a 133,1 millones de euros en 2007 .",es
positive,$GILD 91 ahora apoyo. $IBB $BIB https://t.co/GIoOf6zbKv,es
neutral,Llevaba una gorra negra tipo gorro y una chaqueta negra.,es
neutral,Desarrollador finlandés y fabricante de cargadores de teléfonos móviles Salcomp Plc OMX Helsinki : SAL1V el miércoles 19 de noviembre bajó su estimación de ventas netas a todo el año .,es
positive,Basware Corporation bolsa de liberación 31 de agosto de 2010 a las 16:25 Basware firmó un gran acuerdo con un grupo industrial internacional Basware entregará Invoice Automation solución y servicios de conectividad a un grupo industrial internacional.,es
neutral,Las entregas comenzarán en el segundo semestre de 2007 y la puesta en marcha de la fábrica está prevista para el 2008 .,es
negative,El flujo de efectivo de las operaciones del trimestre más reciente también alcanzó un nivel mínimo de ocho años .,es
positive,"millones de euros , y beneficios antes de impuestos a 46,4 millones de euros de 35,8 millones de euros en el tercer trimestre del 2006 .",es
neutral,- Tikkurila te inspira a colorear tu vida.,es
positive,$isrg trading en todos los tiempos alto después de fuerte informe de ganancias con 4 días de interés corto.,es
neutral,"En octubre , la UPM notificó una pérdida neta del tercer trimestre de 86 millones de euros , 110 millones de dólares , frente a un beneficio neto de 120 millones de euros en 2007 .",es
positive,Las acciones de Tesco aumentan un 6% después de que las ventas de Navidad superen las expectativas,es
neutral,"El adquirente potencial es Cencorp Corporation, que es una entidad vinculada a SAV debido a que cada uno de SAV y Cencorp es una filial del Finnish Savcor Group Oy .",es
neutral,"Las ventas de YIT en el Báltico en los tres primeros trimestres del 2008 sumaron 106,2 millones de euros , lo que representa una caída del 29 por ciento año tras año .",es
neutral,"La pérdida neta en el mismo período de 2009 fue de 18 ,6 millones de euros .",es
neutral,"Asimismo , CBA emitirá un acuerdo a tipo de interés fijo de 10 años en euros .",es
neutral,La estructura del grupo y las operaciones comerciales de Aspo se desarrollan persistentemente sin ningún calendario predefinido .,es
neutral,"La pérdida durante el período ascendió a 15,6 millones de euros en comparación con un beneficio de 6,3 millones de euros en 2008 .",es
positive,Shell compraría BG Group en $69.700 millones de toma de posesión,es
positive,$BBRY escuchando rumores de un importante anuncio de empresa conjunta.,es
neutral,Philips no estaba disponible para comentar el informe .,es
positive,Sony Ericsson y Nokia dominaron la lista de teléfonos más vendidos con cinco modelos cada uno.,es
positive,""" Esta es una orden repetida de seguir 159 ascensores instalados con éxito en el mismo sistema de metro de Delhi "" , dijo la portavoz de Kone a Thomson Financial News.",es
positive,"Los beneficios de explotación del grupo Kauppalehti ascendieron a 1,5 millones de euros de 1,3 millones de euros , y los de los mercados a 1,3 millones de euros de 1,0 millones de euros en el tercer trimestre del 2006 .",es
neutral,"Las obras incluirán la colocación de pavimentos de piedra natural y la instalación de calefacción subterránea, y sistemas de drenaje de aguas superficiales.",es
positive,"El beneficio después de impuestos fue de 0,1 millones de euros , en comparación con -0,4 millones de euros el año anterior .",es
neutral,"Actualmente los señuelos Terminator se producen en una planta de subcontratación en México, pero la fabricación se transferirá a la fábrica de Rapala en Shenzhen, China.",es
neutral,"Los cambios en la situación del mercado y una competencia de precios más fuerte han reducido sustancialmente la demanda de envases de pan fabricados en la planta de Kauhava , según la empresa .",es
negative,"( ADP News ) - 4 de febrero de 2009 - La empresa finlandesa de sistemas y soluciones de comunicación de datos de banda ancha Teleste Oyj ( HEL : TLT1V ) dijo hoy que su beneficio neto disminuyó a 5,5 millones de euros (7,2 millones de dólares) para 2008 de 9,4 millones de euros para 200",es
positive,"HELSINKI ( AFX ) - Las acciones se cerraron más alto , liderado por Nokia después de que anunció planes para asociarse con Sanyo para fabricar teléfonos 3G , y por Nokian Tyres después de su cuarto trimestre informe de ganancias superó las expectativas de los analistas , los distribuidores dijeron .",es
neutral,"Benefon , fabricante finlandés de dispositivos de navegación , que está cambiando su nombre a GeoSentric , registra ventas netas de alrededor de 1,1 millones de euros en el segundo trimestre del 2007 .",es
neutral,"A. Le Coq tenía una cuota de mercado del 41,3 por ciento y grupo rival de bebidas Saku 32.1 por ciento .",es
neutral,"Se está prestando especial atención a la eficiencia energética en la construcción del edificio , ya que está diseñado para satisfacer los requisitos de la clase energética B , y se solicitará la certificación LEED .",es
neutral,Hoy en día las tijeras naranjas son el símbolo icónico del excelente diseño ergonómico y de calidad superior asociado con cada producto de Fiskars.,es
neutral,"Al cierre , el OMX Helsinki 25 fue 0.01 pct inferior en 3.067,64 puntos y el OMX Helsinki fue 0.05 pct abajo en 10.321,46 puntos en más de 1.343 bln eur de volumen de negocios .",es
positive,"Tallink afirma que las puertas estancas de Vana Tallinn y Regina Baltica , incluyendo sus sistemas eléctricos , están en pleno funcionamiento .",es
positive,Esto dio lugar a una mejora de las cifras de ventas en Suecia .,es
neutral,Las disposiciones no se aplican a las unidades del grupo fuera de Finlandia .,es
neutral,"El beneficio de explotación fue de 1,6 millones de euros en 2005 , frente a 5,9 millones de euros en 2004 .",es
negative,RBI sorpresas Street; Pares Sensex gana después de golpear el montaje 30k,es
positive,"( ADP News ) - 30 de septiembre de 2008 - Stonesoft Oyj, desarrollador finlandés de soluciones de software de seguridad y privacidad, dijo hoy que ganó un pedido de USD 1,9 millones (1,3 millones de euros) para entregar sus productos de seguridad de red StoneGate a un",es
neutral,"El servicio de Tieto también se utiliza para enviar , procesar y recibir materiales relacionados con el voto ausente .",es
negative,"Stockmann Group, con sede en Finlandia, ha cerrado siete tiendas deportivas de franquicias Nike en Rusia.",es
positive,"Whitbread aprovechar a medida que las ventas continúan aumentando, buscando un nuevo CEO",es
positive,Aspocomp ha reembolsado al Standard Chartered Bank su pasivo en concepto de intereses y utilizará el resto de la contraprestación para reembolsar parcialmente sus pasivos en concepto de intereses en Finlandia y para mejorar su liquidez .,es
negative,"Fastenal falla por $0.01, pierde en ingresos $FAST #NYSE https://t.co/63JHQ7pwMN",es
neutral,"El grupo de inversión finlandés Norvestia Oyj dijo que su beneficio neto cayó a 23,5 millones de euros $ 30,6 millones en 2006 de 33,5 millones de euros $ 43,6 millones en 2005 .",es
neutral,"La comisión encontró pruebas de varias reuniones para discutir el cártel , incluyendo una en un restaurante de Bruselas en noviembre de 1997 en la que las empresas discutieron aumentos de precios .",es
neutral,"Como parte de las medidas de reorganización que se llevarán a cabo en la primavera del 2006 , Tamglass Finton iniciará negociaciones de personal que afectarán a todo su personal de 33 personas .",es
neutral,Esto corresponde al 4.628 por ciento del capital social y los derechos de voto de Okmetic .,es
positive,"Tim Cockroft trae consigo un excelente historial con más de 18 años de experiencia ; además , Tim ha desarrollado con éxito las operaciones de los Mercados de Capitales en Kaupthing Singer & Friedlander que involucran finanzas corporativas y broking con un enfoque en las empresas de mercado medio .",es
neutral,"25 de noviembre de 2010 - La empresa finlandesa de pinturas y revestimientos Tikkurila Oyj ( HEL : TIK1V ) ha declarado hoy que la empresa de inversión estatal finlandesa Solidium Oy vendió su participación del 14,7 % en la empresa por un total de 98 millones de euros .",es
neutral,Runway Visual Range es una evaluación calculada de la distancia que un piloto puede ver por una pista.,es
neutral,"ABN Amro Capital ha acordado vender su productora de artículos para el hogar de diseño con sede en Helsinki , Iittala Oyj , al grupo de productos de consumo interurbano Fiskars Corp. , por valor de 230 millones de euros a 235 millones de euros ( 310 millones de dólares a 316 millones de dólares ) .",es
neutral,Las empresas de piensos Suomen Rehu y Raisio no importan piensos transgénicos.,es
neutral,"La solución de Tecnomen se puede utilizar para la facturación prepago y postpago , para la carga y calificación de llamadas de voz y video , tráfico de datos y cualquier tipo de servicios de contenido tanto en redes móviles como fijas .",es
neutral,El rendimiento se basa en valores y sostenibilidad .,es
neutral,"Biohit dijo que reducirá el número de personas arrendadas en 10 , y despedirá a 10 de su propio personal .",es
negative,$GEVO PLUNGING! Volver a $3.55.,es
positive,"El beneficio neto de la empresa aumentó un 11,4 % en el año hasta 82,2 millones de euros en 2005 , con ventas de 686,5 millones de euros , un 13,8 % más que en el año , dijo la empresa anteriormente .",es
neutral,"Los ingresos por acción EPS ascendieron a 0 ,01 EUR .",es
negative,"Ingeniosos, HSBC, UBS y Coutts demandados por clientes de evasión fiscal",es
positive,"Un acuerdo de compra para 7.200 toneladas de gasolina con entrega en la terminal de Hamina, Finlandia, fue firmado con Neste OYj aceite en el índice de Platts promedio para este septiembre más ocho dólares EE.UU. por mes.",es
negative,Corto en $ATVI de 24.55.,es
positive,Edificio $PKT Momentum para desencadenante de ruptura ! Configuración larga http://stks.co/eXVU,es
neutral,La plataforma seguiría siendo el marco de desarrollo para Symbian y MeeGo .,es
neutral,"19 mayo 2010 - La empresa finlandesa Lemminkainen Oyj ( HEL : LEM1S ) ha dicho hoy que construirá un edificio de oficinas en Toolonlahti , en el centro de Helsinki , sin revelar detalles financieros .",es
neutral,"El precio final se especificará a más tardar el 14 de mayo de 2010 , dijo la empresa adquirente .",es
neutral,"Nordea Pankki Suomi Oyj , según se anunció anteriormente , ha hecho contratos a plazo sobre acciones de Alma Media Corporation .",es
neutral,"El beneficio antes de impuestos fue de 4,0 millones de euros , frente a 4,9 millones de euros .",es
neutral,"Ambos se reportarán al director ejecutivo de Oriola-KD, Eero Hautaniemi.",es
positive,"Al reducir el número de plantas , el grupo recortará los costes fijos .",es
negative,"$SINA a pesar de que el ""informe"" es falso y ha sido probado unture, el daño está hecho. Nadie quiere tocarlo ahora",es
positive,El Gobierno de Merkel dijo que apoyaría la fusión Deutsche Boerse-LSE,es
neutral,`` Los beneficios de explotación disminuyeron principalmente debido al aumento del costo de la madera y la fibra reciclada y al fortalecimiento del euro . '',es
negative,"CompañíasTesco a un mal comienzo sobre Navidad â € ""Kantar",es
neutral,La capacidad de la instalación realizada por el Grupo Vaahto de Finlandia es de 86.000 toneladas de papel estucado ligero .,es
neutral,17 marzo 2011 - Goldman Sachs estima que existen perspectivas negativas para las operaciones móviles noruegas de Telenor ASA OSL : TEL y Sweden 's TeliaSonera AB STO : TLSN en el corto plazo .,es
neutral,"Steek , que se creó en 2002 , tiene su sede en Burdeos , al suroeste de Francia .",es
positive,El Presidente y CEO Mika Vehvilinen dice que las señales positivas están emergiendo ante todo fuera de Finlandia.,es
positive,El grupo de construcción finlandés Lemminkinen ha recibido dos contratos de construcción de carreteras por parte de la administración lituana de transportes.,es
neutral,"Según Eijkens , un editor puede hacer mucho más que publicar libros coloridos : un editor puede aportar valor añadido a la información individualizándola .",es
neutral,La empresa finlandesa Okmetic Oyj OMX Helsinki : OKM1V dijo el miércoles 17 de septiembre que invertirá EUR6m en su negocio de obleas de sensores durante 2009 .,es
positive,$RAD consideraría esta oportunidad de agregar mi posición porque la compañía está en el camino correcto que todavía están mejorando las ventas...,es
neutral,El bajo índice de utilización de la capacidad en la producción de acero aumenta considerablemente los costes fijos por unidad de acero producido .,es
neutral,El trabajo en la asignación ya ha comenzado y está previsto que termine en la primavera de 2011.,es
positive,"El Grupo Progress , representante de QPR en Arabia Saudita y África del Norte , ha firmado un acuerdo marco para una relación estratégica a largo plazo con ISE .",es
negative,"El Finnish Bank of land informa de que su beneficio de explotación disminuyó a 4,9 millones de euros en el tercer trimestre de 2007 , frente a 5,6 millones de euros en el tercer trimestre de 2006 .",es
neutral,"Las ventas netas de Kemira en Finlandia disminuyeron a 1.259,6 millones EUR en enero-junio de 2009 , frente a 1.425,1 millones EUR en enero-junio de 2008 .",es
neutral,No se comunicaron las condiciones financieras .,es
neutral,La sociedad podrá disponer en cualquier momento de una décima parte de todas sus acciones como máximo .,es
neutral,El valor de los pedidos es de unos 70 millones de euros .,es
positive,"Recap: rumor de $MSFT esta mañana los hizo girar de la unidad XBOX, las acciones se remueven todo el día para cerrar en los máximos",es
positive,"Según Finnish Metso Minerals , el valor de los pedidos de la empresa ha subido a 1.900 millones de euros en 12 meses .",es
neutral,"Por lo tanto , el resultado de 2005 de la empresa seguirá siendo más débil que el de 2004 .",es
positive,Breakingviews: El IAG puede pagar más por Aer Lingus,es
neutral,"El proyecto de aceite de pino está relacionado con la mejora de la planta de recuperación química de UPM en su fábrica de pulpa en Kymi, al sur de Finlandia.",es
negative,Estrategia de Mercados Emergentes después de Pérdidas,es
neutral,AB InBev venderá SABMiller Stake en la cerveza china de nieve,es
neutral,"El Grupo Marubeni se centra en la creación de ``cadena de valor'' desde aguas arriba hasta aguas abajo , abarcando una amplia variedad de campos empresariales , incluyendo petróleo y gas , metales , recursos minerales , alimentos , pasta y papel y productos químicos , entre otros .",es
positive,"Sobre la base de su experiencia única en fibra y su enfoque innovador , la empresa tiene una sólida posición en el mercado en varias áreas de negocio en las que opera .",es
neutral,La experiencia del personal y el alto nivel de tecnología desempeñan un papel importante en las operaciones de Exel Composites .,es
negative,"Coca-Cola fue el líder del mercado de los fabricantes con una cuota de mercado del 36,9 % , inferior al 2,2 % del período correspondiente de 2004-2005 .",es
neutral,"Metsa-Botnia venderá el 82,1% de su participación en las empresas uruguayas y Metsaliitto -- 5,5 % .",es
positive,Aviva pesa dinero en efectivo después de superar el pronóstico de beneficios,es
negative,Tesla para recordar 2.700 SUVs modelo X sobre emisión de asiento https://t.co/OdPraN59Xq $TSLA https://t.co/xvn4blIwpy https://t.co/ThfvWTnRPs,es
neutral,El sacrificio y el despiece de bovinos en las instalaciones de Kuopio se transferirán al matadero de Kauhajoki .,es
neutral,"`` El ajuste a la caída del nivel de precios , en cambio , ha sido menos eficaz .",es
neutral,"Okmetic tiene una base de clientes global y una red de ventas , plantas de producción en Finlandia y EE.UU. y fabricantes de contratos en Japón y China .",es
neutral,También estarán disponibles los servicios públicos .,es
neutral,"El tráfico asiático disminuyó en un 3,4% .",es
positive,Los mercados de la construcción finlandeses y suecos siguen experimentando un crecimiento anual estimado del 4 % en 2008 .,es
neutral,Nota de Bolsa 10/3/2011 12:00 Sanoma ha publicado su Informe Anual y Estados Financieros para 2010 y su primer Informe de Responsabilidad Corporativa .,es
neutral,"La empresa tiene como objetivo las ventas de Ls 27,1 millones ( Ls 23,498 millones ) y un beneficio de Ls 300.000 ( Ls 371,500 ) en el 2007 .",es
positive,"Después de la adquisición , Cramo se convertirá en el segundo mayor proveedor de servicios de alquiler en el mercado letón .",es
neutral,Ruukki está reestructurando las operaciones comerciales e industriales de construcción en busca de mejoras permanentes al tiempo que adapta las operaciones a las condiciones del mercado .,es
positive,"Proyectó ingresos de $ 2,2 mil millones a $ 2,3 mil millones , ligeramente superiores a las estimaciones de analistas de $ 2,19 mil millones .",es
positive,"El corretaje dijo que en 2006 se había producido un "" verdadero punto de inflexión "" en los precios básicos europeos del acero , con mejores precios durante el segundo trimestre del 2006 .",es
negative,Los beneficios de explotación en el cuarto trimestre se redujeron a 33 millones de euros frente a los 39 millones de euros del año anterior .,es
negative,$JD cayó 20% en el mercado después de la hora. ¿Alguien quiere explicar por qué?,es
positive,"Los beneficios de explotación ascendieron a 83,0 millones de euros , frente a 23,5 millones de euros interanuales .",es
positive,BREVE-Aviva pretende aumentar la relación de pago de dividendos a 50 pct en 2017,es
positive,"$EXPE trabajando en la segunda etapa de su carrera de inversión, ya que rompe otra tendencia hacia abajo y continúa más alto. https://t.co/76DSJysyR0",es
neutral,"GeoSentric está adquiriendo financiación adicional mediante la emisión de un máximo de 220.000 nuevas acciones y un bono convertible con derechos de suscripción para 880.000 acciones , que han sido plenamente suscritas .",es
positive,"Alertas técnicas de $ADBE: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, y New 52... https://t.co/LxX66tknFH",es
negative,$IWM las mismas condiciones que enviaron a los mercados a caer todos los golpes de esta semana,es
negative,$AAPL cerca de una caída del 3% que es mucho ... ahora lo mejor que puedo hacer es esperar ER lol,es
positive,"El beneficio de explotación mejoró un 27 % hasta situarse en 579,8 millones de euros frente a 457,2 millones de euros en el 2006 .",es
neutral,"El 1 de diciembre , Grimaldi adquirió 1,5 millones de acciones y una participación del 50,1% en Finnlines .",es
positive,Shire propone un empate total de $30 mil millones con Baxalta,es
neutral,"En julio pasado , el grupo dijo que tenía la intención de trasladar el almacén y espacio de oficinas en Loudeac y Saint Marcel a Morvillars , en el este de Francia , donde ya opera una unidad de fabricación y distribución de ganchos .",es
neutral,Pohjola y los bancos cooperativos han seguido combinando su red de sucursales .,es
neutral,Prothious Engineering ( www.prothious.com ) emplea a más de 1.000 personas y cuenta con una amplia cartera de proyectos y una capacidad de detalle anual de más de 100.000 toneladas.,es
neutral,"Qualcomm estimó un beneficio del primer trimestre entre 46 y 50 centavos por acción , excluyendo ciertas partidas , por debajo de la estimación del analista de 61 centavos por acción .",es
negative,"La provisión de liquidez se interrumpió el 11 de mayo de 2007 , cuando las acciones de Aspocomp Group Oyj cotizaron por debajo del 0,50 céntimo ( versión en bolsa de Aspocomp 11.5.2007 ) .",es
neutral,El período de suscripción del plan de garantía Amer Sports 2002 finalizará el 31 de diciembre de 2007 .,es
positive,Esta transacción también racionalizará nuestras soluciones relacionadas con la industria de la pulpa y el papel.,es
neutral,"schwalm ( en ) outotec.com Eila Paatela , Vicepresidente - Comunicaciones Corporativas tel. +358 20 529 2004 , móvil +358 400 817198 e-mail eila .",es
positive,"Estoy deseando contribuir al éxito de SRV con mi competencia , dice Taneli Hassinen .",es
neutral,"En el cuarto trimestre del 2008 , las ventas netas disminuyeron a 121,4 millones de euros , frente a 165,5 millones de euros en el cuarto trimestre del 2007 .",es
positive,El acuerdo de licencia de tintas MedImmune de AstraZeneca con Omnis Pharmaceuticals,es
positive,"La ingesta de pedidos aumentó un 40 % interanual y un 30 % interanual , respectivamente , hasta 576 millones de euros y 1.700 millones de euros para los períodos respectivos de enero-septiembre y julio-septiembre de 2010 .",es
negative,"Durante la huelga , Finnair estima que se producirá una pérdida neta de entre 2 millones de euros y 2,5 millones de euros por día .",es
neutral,"Actualmente , el 95 % de los ingresos de Trainers House se atribuyen al mercado finlandés .",es
neutral,El Oxyview Pulse Oxímetro es un dispositivo común para comprobar el nivel de saturación de oxígeno en sangre y pulso del paciente .,es
neutral,"El gigante ruso del gas invirtió otros 46 millones de litas en la empresa a finales del 2004 y ahora posee el 99,5 por ciento de su capital social , que asciende a 86,936 millones de litas .",es
neutral,"La empresa utilizará el dinero para el desarrollo de productos y actividades de investigación hasta 2013 en sus mercados clave Finlandia , Alemania , Italia y Francia .",es
neutral,"A través de su asociación con la filial danesa finlandesa de Paulig , Oscar , Puljonki adquirió una organización de ventas en el mercado europeo .",es
